문장,clean
아..앙돼!,1
하나님을 욕되게 하지마소서,1
식당종업원이 뭔 가치가 있다고 국정원에서 끌고오기까지하냐 ??? 중요 인사나 큰 기밀이라도 가지고 있나??,1
뜬금없지만 최소 이정도는 사라 하는 헤드폰&오디오 인터페이스가 있을까요??? 아니면 좀 추천좀 해주실수 있나요? 글 읽어보니 상당히 수긍이가네요 허나 이쪽으로는 잘 몰라서 어떤걸 사야 하는지는 잘 모르겠습니다,1
퇴지금 줘야지끽동인가?옐로우?,1
근데 저거는 좀 뭐라하기 그런게 나도 각하나 원조각하나 엔두한테 수필편지받으면 비슷할거같음 물론 겉모습만보고빨지는않지만,1
안타깝다.. 진짜,1
갓갓이  번 박사가 박사방,1
글쓴게이 남반구라서 게으르다면서답글은 좆나 부지런하게 다는중.,1
오 내 호적충ㅋㅋㅋㅌㅌ,1
정의구현 했노,1
외유내강 봊나 멋진 조용한 맹수 같노,1
혹한의 추위를 퍼스트펭권의 허들링으로 이겨낸 것처럼 얼어붙은 한국교회의 이미지회복과 부흥을 위해 찬란한 바보가 돼 낮아지고 섬기고 희생도 해야겠습니다,1
근데 요즘 고려인들은 왜 욕먹노?,1
경찰에 신고해야지 죽이대든 밥이내든,1
형 초짜가 영어 잘하는꿀팁좀,1
긴대부 단대부ㅆㅅㅌㅊㅋㅋㅋㅋㅋㅋ,1
"죽음은 안타깝습니다. 그런데, 자신의 죽음으로 모든 범죄가 없어지지는 않습니다. 또한 범죄를 당한 사람은 너무 허탈한거죠.. 공소없음은 자살을 방조하는 법이 되는 것이죠. 살아서 뉘우치고, 오점을 씻게 해야하고, 유사범죄가 안생기도록 법이 개정되어야 합니다.",1
760 따로 글 파서 워념 가라 이기야,1
볼만하다 ㅋㅋㅋ아주 막장타네,1
masculinism은 이갈리아의 딸들에 나오는 용어를 땄음,1
젊은 여성분들 잘 생각하세요 미레나 부작용으로 난소물혹 수술했어요 저또한 과다 생리양으로 시술 했지만 부작용 큽니다!!! 몸에서 필요없는것을 밖으로 내보는건데 그걸 막다니요! 나중에 얼마나 후횔 할려고ㅜㅜ 미레나 하고 싶다는 사람들 진짜 말리고 싶어요,1
실천한다이기야 ㅋㅋㅋㅋㅋㅋ 꼭하자이기야,1
우린 모두 사랑해야되요~그들과 같이 더불어 살아야 합니다물론 그들이 사는 동네에 제가 살 일은 없지만,1
서...울 신..문..한..겨..레..,1
이건 정말 되는 싸움이다,1
토종이구나 -박완서 대장,1
사람은 다 똑같은 사람,1
검은색 v넥 관전모드 ㅋㅋㅋ,1
게임속 성차별해결,1
"전복을 전복이라 부르지 못허더니,.,.",1
ㅇㅇ 다 순경으로 몰림 제일 쉬우니까,1
와 너무직설적인대 맞는말이다 어뚱한대서 아버지찾을게아니라 진짜아버지한테 용돈드리는게 일베지!,1
이재명 스타일이 필요해 강제,1
우웨에애에에에에ㅐ에에에엑!!!!!!!!!!!!!!!!!!꾸웨에에에애에[에엑,1
극공하노 ㅇㅊ 백만개 먹고 베스트가라이기야,1
10만 매독,1
실리콘을 들고 다닌다고?,1
흐엉 근황아는 게이들 없냐??? 죽었냐???? 살았냐????,1
주인님....,1
성은 영원한 과제~~~~,1
총회장님의 고뇌가 느껴지는 듯 합니다. 포스트코로나 시대에 진정한 위로와 치유가 되는 한국교회이길 기대합니다.,1
성령게이야 썰 풀어라,1
베이컨이구만,1
이 드라마 볼만함. 아.. 영화였나 암튼 볼만함,1
결혼생활 3년만 넘어도 사랑보단 의리로 살죠. 좋은 사람으로 남게 서로 지켜줘야해요. 남녀가 결혼하는 인연은 낙타가 바늘을 지나가는 확률이예요,1
어차피 일베망했어,1
일베=엠팍=료류=디시=루리웹,1
저게 왜 잘못된거?,1
애기한테 뽀뽀를 하고 있노,1
근데 쟤가 뭐라떠들든 쟤 연애사에 남들이 끼어들어서 감놔라배놔라 할문제는 아닌듯... 저남자가 판단할문제지 왜 제3자가 뭐라하노,1
이재철 목사님 목회 하실때 벽이랑 문이 다 유리였다는 얘기도 들었는데 밖에서도 다 보이게 그만큼 이성문제나 돈문제 철저하셨다고,1
제1 아프리카 소대는 행군을 멈추지 않는다,1
성매매가 아니라 미성년자 원조교제 아님? 그게 그건가?,1
대구로 수도를 옮겨야된다,1
고향이 제천인데 대구로 이사가서 살다 임신하니 그렇게 저 빨간오뎅이 먹고싶더라구요.. 남편이 두번이나 가서 사다줬는데 지금 생각하니 또 먹고싶음.. 먹자골목 진짜 좋았는데ㅠㅜ,1
손절한 새키가 미아리 사는데신축 18평인가 그게 두배로 뛰었다고어깨 힘주고 다닝 ㅋㅋ전직 중고차팔이 사기전과5범 마눌아 사기전과2범지금 굽네치킨 업자인데 세탁하고 살고 있더라,1
응원합니다 주님 지켜주시고 보호해 주세요,1
"기복신앙, 즉 대가를 바라고 신을 믿는건 잘못된 행동인데 니가 뭔가 착각한거 아닐까?불교는 수련을 통해 득도하는게 목적인데 왜 기독교는 신에게 기도(구걸)해서 뭔갈 얻어내는 종교라고 생각함? 기독교도 똑같다. 자기를 수련하는 것 뿐임",1
차별금지법은 당연히 제정되어야 하는 법입니다. 당신도 차별을 경험하지 않으셨나요? 뭐 저거 제정되면 동성혼이 합법이니 뭐니 하는데 저거 제정되어도 헌법 안바꾸면 안됨 헌법에 우리나라 결혼든 이성간 결혼으로 한정되어있음,1
자식이 보고 있는데 그냥 갔다고?,1
훳훳훳 자취경찰제해야되지 않겠슘미꽈아아아아,1
이스라엘 이집트 서로 국민정서가한-일 일-중 이거보다 훨~~씬 안좋을걸일베에서 무슨 영상 봣엇음,1
대통이 시원챦으면 총리라도 똑부러져야는데 둘 다 어리버리니 불안하다,1
추 전 장관은 대장부로 대접해야 한다 많은 경험과 식견을 갖춘 훌륭한 분~,1
잘 왔노 요즘은 윾입을 위해서 안 패는 쪽임,1
잠복기가 5-10년인데 감염확진 받은 10-20대 애들은 뭐임? 오라퀵으로 검진했나?,1
곧 배때지가 가리겠노 오예,1
바꿔말하면 필요한거 다 스폰해준다는 거다 의식주 교통 통신비 등등,1
이운재 누님 ㅅㅌㅊ,1
이거 인터넷에 많이 퍼트려라 좋은자료다,1
근데 진지하게 현대기술로 성처럼 지어놓는게 더 싸지 않을까요? 아닌가? 존문가 등장 해주십시여,1
오래살고 싶은가보다.육체의 한계는 어쩔수없나보다,1
"결집력, 행동력 하나는 알아줘야해 ㅎㄷㄷ;",1
도대체 삼청교육대 는 언제부활하는거냐,1
낢이야기 너무 좋다. 빨리 나왔으면.,1
ㅋㅋㅋ예수님 어데갔노 이기야!,1
마할키타 이자스민!!,1
나도 생리컵으로윾입됐노 생리컵꿘년 고맙노이기 껄껄,1
Alhamdullah,1
화력개털렸네 이미점령당했어,1
야 벌써부터 가슴이 뛴다,1
난 결혼은 하기 싫은데 나닮은 아들은 갖고싶다,1
착한 광주 사람들,1
애를못키우겟으면 차라리 입양보내던가,1
심판은 개뿔 ㅋㅋ,1
메이가 대충 보고 간 이유가 나왔네,1
조센처럼 아가리 안털고 행동만 하는 나라 ㄷㄷ,1
한국교회 전체를 세우시는 세움총회 기대되고 기도합니다,1
에고. 70년도 아니고 7년,1
다혜 이쁘노,1
절대숨길필요없노 나년은 카톡프로필상메에 웜글올리노ㅋㅋ 메갈일때도그랫노 메갈소리들음기분이넘째지노,1
몸파는 여자들? 초등학생 중학생 애들을 신상정보로 협박해서 노예로 세뇌시킨 케이스인데. 미국에선 아동음란물 걸리면 100년씩 선고함,1
미리 거를 수 있었다는 점에서 감사해야지,1
조상님들이 옳았다....,1
"히...히이이이익!!! 고멘나사이 고멘나사이 고멘나사이 고멘나사이 고멘나사이""",1
아니 근데 돈을 그렇게 퍼주긴 함??우리집은 한번도 안받아서 모르겟는데;;존나 진짜 딴세상인가,1
개발자는 열심히 만들었을텐데 생각없는 애들때문에 위기를 겪네..어쩌냐,1
깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔,1
당구 잘 치겠노,1
참 아이러니하다,1
transejender,1
사건의 전말,1
나련 친구랑 주토피아 얘기하다 보토피아라고 말실수한 쀼젤ㅋㅋㅋㅋㅋ,1
배달대행업체랑 배달전문점 운영한다전원 경차로 배달하고있음 400에서 800정도 가져들간다머가리가 좋은놈은 뭘해도 낫더라힘들고 고된일인건 사실이다만 노가다보다는할만하다재미있게들 일한다,1
인도 인구가 더 많자나 둘이 비슷한 수준끼리 싸워봐,1
사위될사람은 저런소리들으면 결혼접어야지...설마저러고 결혼한건 아니겠지?,1
그래서 경북머,1
정상 작동 하네,1
무슨 2탄이 1탄하고 내용 다른게하나도없냐? 양심 ㅇㄷ?,1
워렌버핏 말이 생각나네 주위에 출세한 사람들이 가족을 정작 챙기지 못해 불행한 말년을 보내는 이를 자기는 봐 왔다고,1
부시 존잘이네,1
이거 귀부아니냐....?,1
저거 부대마크도 나오면 고발가능한데,1
"저거 여자가 결혼한이유가모로코는 일부다처제인데, 한국은 일부일처제고 남편이 자기만 바라봐주는거에 반해서 결혼했다함.실제로는 모로코에서 대학교다니던 금수저였음.",1
동성이든 이성이든 이 시국에 코로나 걸렸으면 동선공개 기본이죠.,1
정확히 애기하면 존잘한테 돈쓰는게 아니라자기가 꿈꾸는 이상적인 이미지에 돈을 쓰는거임존잘이여도 여자가 본인이 생각하는 이미지가 깨지면돈쓰다가도 안씀,1
에효 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
나 캥거루 게인데 이번 총리가 불체자는 군대를 투입해서라도 막겠다고 공략으로? 걸었을껄,1
와.... 진짜 뭐 저렇게 생겼냐...,1
하나님이 원장님을 향한 계획이 조금씩 구체화 되고 있네요~너무 기대됩니다~,1
화염내성 ㅆㅅㅌㅊ,1
매드맥스당,1
아니 저 상황은 이미 한판 한 상황이라 현타나왔을때 이야기이고... 하루 정도 굶었으면 게임이 눈에 안 들어올텐데,1
홀리워터갓의 가호가 필요하다,1
세계분란은 다 일으키고 다니면서,1
지들이 선택한거임 ㄷ,1
이렇게 할말이 없어지긴 오랜만이노,1
아르누보노?ㅋ니 사진보고 바로 찾아졋다,1
그래서 유학 후 이민은 유럽쪽 추천이노.,1
돈 되겠네,1
Bgjykyk,1
누군가가 자살을 종용했을까???,1
성경을 읽고있기는 한데 그거달라고 간수들한테 행패부렸다는건 모르나부네 그냥 읽고있는건지 진짠지는 아무도모른다 착각질은그만,1
본인이 책임질 행동입니다. 서로 합의하에 결정한거 아닌가? 본인 몸은 정말 소중한겁니다. 나중에 후회할 행동은 정말 하지맙시다! 남자들 뭘믿고 미혼인 상태에서 뭐가 그리 급한지~~~,1
ㅇㅊㅋㅋㅋㅋ,1
론다로우지가 저모자 쓰고 있으면 덤비겠냐?,1
중국도 트렌스젠더랑 결혼 가능함???,1
캬 멋지게 사네 가카맨키로,1
나이가 많지만 좋은 사랑 하시라 최소 29세 ㄱㅅ,1
국적을 어떻게 부풀리노... 뻥튀기노?,1
조물주 위에 건물주가 맞는듯 열심히해서 건물사야징ㅎㅎ,1
믿지마랔ㅋㅋㅋㅋㅋ,1
굳세워라 갓건배~~~~~~~~모든 남혐유튜버 아묻따 응원한다,1
기독교인들 ㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱ,1
이 정권이니까 이런 댓글들 달아도 목숨 부지하는걸 아시는지.. 그전 같았으면 다들 끌려가서 물고문 받을사람들이데 지금 이 나라가 고마은줄을 모르시네요,1
뭐라도 주고 싶은데 일베는 안받아서 민주화줄께,1
말론요즘노래 ㅆㅌㅊ,1
주 예수를 믿으라 그리하면 너와 네집이 구원을 얻으리라  사람이 육적으로만 사는게 아니라 영적으로 산다 많은것 가졌다고 기쁜가? 더 갈증나고 불안하고 영원한것을 추구해야지 ᆢ,1
"해군이 불행한 사고로 순직한거랑 뭔 상관이 있어서 그걸 조롱하고 비하하는데 의미부여를 하고 있냐 해군순직이랑 여성혐오,차별이랑 뭔상관이 있는지 설명 좀 해줘라",1
나랑 사귀자,1
제목불러라 ~~~,1
2조밖에 차이 안나네.,1
2011년 6인조 밴드 걸그룹으로 데뷔 후 탈퇴2015년 2인조 걸그룹으로 재데뷔24세라는데 만 나이일테니 92년생동거중인 남자친구와 같이 재배하고 흡연,1
자산은 어케해야 해외로 옮길수 있냐?부동산인데..,1
여자라고 치마를 입으라는것이 아니다 그논리면 남자라고 바지를 입어야한다는 논리와같다 남자들도 반바지에 티셔츠입고 출근하고싶다,1
아름다운 연합으로 하나되어 사랑과 섬김의 사역을 보여주시는 한국교회 최고에요!!,1
군대 안끌려 갈수도 있지 ㅋㅋㅋ,1
안전하고 은혜로운 기도회가 되길 바랍니다,1
나라도 살아야 하는 경쟁사회라 연대의식이 생길리 없고 배려해서는 손해만 보는 무한이기주의사회에서 20대 남성 정도면 배려를 하지 않는게 아니라 배려를 강요받고 있는데 왜 20대 남자들 탓만 졸라 하냐.,1
이제 일본이랑 우리나라빼곤 어디 돌아다니기 겁남,1
사이언슼ㅋㅋㅋ,1
쟤네들 다 달러챙겨왔을텐데,1
섹스리스라 외도를 하는게 아니라외도를해서 섹스리스가 되는거그게 불륜이든 업소든,1
1박2일 아직 하냐,1
이거 보고 안철수 찍는다,1
"교회는 상황에 따라서는 안 모여도 되지만, 출근을 안 할 수는 없잖습니까.",1
"결론 : 다른건 안해도 레몬테라스,카페파우더룸,82쿡,맘카페는 꼬박꼬박 해요",1
이건 진짜 충격적이었노 이기,1
"퇴직금 받고, 세금 내고 하면 되잖아. 얼마를 받던지 세금 안 내니까 공평치 않지!",1
퍄 ㅋㅋㅋ꾸러기노,1
물질이 채워지기를 기도합니다,1
건데 말이되냐 4년공공의대 대학원 과정으로 하고 10년간 강제복무 말이되는 소리를 해야지 앞뒤가 안맞쟎아 그리고 대학 원이면 남자면 대부분 대학졸업하고 군대 갔다와야 되는데 병역 애기는 왜나오나?,1
그거 직무유기 발언부분좀 올려주라,1
소주 5병 마시고 인사불성 되도 불가능,1
발언에는 공감하나 소속이 민주당이면 당론에 휩쓸릴 가능성이 너무나도 농후함. 민주당의 페미는 국힘과는 결 자체가 다름.,1
여자만 받았음..,1
단어자체는 맥락에 따라 쓸수는있는거아니노?,1
원본이 멀쩡했을때 도색보다 좋아졌네 ㅎㄷㄷ,1
아재개그가 외국에서도 통하냐,1
난 안철수 찍었는데,1
국자형 아니냐? ㅋㅋㅋㅋㅋ,1
친일은 보수우파가 아니다.,1
강동구라잔아 ㅁ조,1
고소하면 되는데 뭐,1
사회악이 되지 맙시다!,1
뭐노 저작권 걸리는거아니노?,1
홍콩이 남핸가?역사적으로 언제부터 중국영토엿음?,1
성매매 피해자분들이시다저정도 보상은 해줘야지,1
봉하콘서트 최고시청자 12500명.. 그거면 된거야..,1
스윗 오타인줄 알았는데 스윙 맞네,1
찬란한 바보들의 행진이 필요할때입니다.,1
We all miss u... General Roh...,1
이래서 쏘카가 실검에 떴구나 로봇들이 일하는회사인가? 감정이없네 자업자득하시길,1
특이점은 온다,1
그냥 다 지 하고싶은데로,1
ㅠㅠ 나 아다 시절일때 처음 사귀었던 여친이키스 한시간 하고 입에 부르텄었는데딱지 앉은거 가지고 뭐 이상한거 났다고 하면서 헤르페스냐고 성병이라고 성매매업소 다닌거 아니냐고 지랄해서와 진짜 개 빡쳤었는데. 암튼,1
45년은 좀 에바다,1
나련도 사회전체를 분해해서 생각하는 것에 익숙했는데,1
두루말이 휴지도 충분히 준비해라..,1
도덕적잣대를 너무 엄하게 들이대는거 아니냐? 학교 선생도 아니고,1
머모님 가신 건 안타깝지만 가실 때도 머모님다우셨노...,1
부캐동원 2유감,1
그게 왜 맘충이야 적당히 갖다붙여야지,1
인공적인건 언젠가는 도태되는게 자연의 섭리 호랑이가 채식한다고 토끼가 될수는 없다,1
빌리 왜 일본에서 인기인데?,1
이 작성자님은...메모가 되있는 분인데.. 요즘 왔다갔다 하시네... 노선을 확실하게 하세요,1
언냐 꽃길만 걷긔^^7,1
쟤 월드컵 독일전 후로 테러 엄청 당하던데 불쌍하드라,1
진짜 목사님이시네요,1
아따 나보다 형님이신가?,1
킹정 ㅋㅋ 선한사람은 완전 티내면서 대놓고 선해보이지않는다,1
초딩 몇학년???점마들 9학년 까지 아니냐??,1
제작진 진짜 빡쳤盧ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
십자가보면 태극기가 연상되지,1
탁구공 몇개까지 가능할까,1
ㅋㅋㅋㅋㅋ 커엽게 잘생겼노 ㅋㅋㅋㅋ,1
안철수가 한 수 위네,1
2베 그리고 그 정도로 쓸 수 있으면 토플 라이팅 못해도 20이상은 받는 문장력임,1
"방송들이 연예,오락이 대부분인 현실이 도덕적불감증을 만드는거다. 다큐 비중좀 높여라.",1
맛있겠다 잘 먹어,1
꼭 잘 되라!!,1
낙태도 엄청해대고,1
배현진 크런치,1
존스쿨 가즈아~~,1
나의 오함마를 가져오너라,1
이건 노키즈가 아니고 개념상실부모 출입금지라 봐야 한다,1
회수 못하냐? 돈있는늠이면 돈 도로 받으면 안돼?..,1
청화대가 무슨 만능이냐..법안통과 발목잡는 자한당가서 농성하세요,1
일부만 보고 전체를 판단하지 마세요. 어떤 목사가 일부일지는 각자가...,1
시대가 달라졌고 생각은 그보다 훨씬 큰 폭으로 바뀌었음,1
이런 글은 당연히 일베를 줘야지.,1
시간 존나 빠르다ㅋㅋㅋㅋ 쟤 저때 일베에 글올렸다가 자삭인지 영자가 삭제했는지 모르겠지만 잠시나마 일베 올라가는수 엄청났는데,1
왜 피내사자인건지.. 이럴땐 법이 너무 물렁한데,1
쟤네는 옷이 없냐???,1
랟펨 동아리 멋지노,1
지능형안티 일지도 ㅋㅋ,1
ㅋㅋ 그건 중국 말 때메 그런거지....한족..묘족 위구르족... 그걸 비하하는거처럼 느끼는것도...너만의 특성임 ㅋ,1
북핵이냐 채가넘 문제냐,1
오늘은 웨더가 클리치 한게 아니라 로건이 계속 클린치함.오히려 3라운드부터 가드 올리고 인파이팅 하려고 들어가더만,1
ㅁㅉ 잘먹게생겼네,1
코로나 독감,1
밑에꺼 영상어디서봄?,1
비종교인으로써 이런 사람이 참된 종교인 참된 목사라 생각합니다,1
멧돼지 보소,1
염원장님 강의때 센조이를 들었는데  그날 잠을 못잘정도로 충격이었습니다. 그런고통을 감당해가면서까지 쾌락이란것이  무섭다는것을 알았습니다. 감사드립니다 원장님,1
마지막 사진과 위에 사진 넘 다르다.,1
떼쓰면 다 되는 것인가,1
일부 러시아 남자들이 하는 테러가지고 일반화하지마시죠..ㅋ,1
뻑이 뭐야?,1
남성이 여성이 될수는 없다는데여성이 남성이 될수는 있는거같다짤 보고 그런 생각이 들었다,1
콘서트 끝나면 영상 전체 다운 받아놔야 겠다.,1
아나운서 이쁘다 좆나 매력적이네,1
제목으로 만선 이노?,1
노무현김대중문재인박원순,1
이런걸 보면 참 인간은 불완전한 존재일수밖에 없구나 이 생각만 든다,1
2자회담이랑 채동욱 경질이랑 맞바꾸자,1
브금ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
"기사를 읽을때 남자 기자인지 여자 기자인지 따져서 보세요. 한쪽으로만 치우친 기사임을 인지하고 읽으시길. 남자면 남자쪽으로, 여자면 여자쪽으로...",1
완전 그곳,1
회계하면 되잖아!,1
빵본좌의 귀환이노 후팔 ㅋㅋㅋㅋㅋㅋ,1
암으로 고생하시는 분들에게 위로와 힘이 될 것 같아요. 모두 힘내서 치료 잘 받으시고 건강하세요.,1
점점 무인화 되가는데 흐름을 못 읽냐? 이러면 더 무인화 빨라지지,1
퀄보솤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
허위사실 유포아니냐?,1
창조의 질서를 따릅시다,1
캬 거르다 거르다 못해 점심밥까지 걸러버리노?맨날 말로만 거른다하는 디시 일베는 본받아야한다,1
일베준다 ㅋㅋㅋ,1
와..이분 쩌네 ㄷㄷㄷ,1
근데 저것도 없어질 직군이라 안타깝네요,1
지금 저지랄 했으면 영웅됐음,1
이런 글 퍼오는 이유를 모르겠음 저런걸로 페미 감별도 안 될 뿐더러 페미면 어쩔 건데요 스토킹이라도 할 건지,1
238 한글 자막 설정하면 한국어 뜨노,1
Ass we can!!,1
삑 합성입니다 실제로 검색하면 안나와요 여러분,1
우덜랜드~~,1
덕담 고맙노,1
여자도 필히 좀 보내라.,1
저렇게 벌건 대낮에 성폭행 시도를 한다고?,1
아줌마냐?,1
난 엉망진창으로다녀도 이쁜여자가좋더라 ㅎㅎ,1
뭐 그런걸가지고 바람직한거 아닌가,1
ㅋㅋㅋㅋ 아 존나 웃긴다,1
대한민국 최고입니다 정말 자랑스럽습니다 우리 대통령님 정말 잘 하십니다 코로나 빨리 종식했으면 합니다,1
빌리어즈tv 광고임,1
고마해라도 억양에따라 의미가바뀜,1
어릴 때부터 성령의 강권적인 역사가 있으셨네요~화이팅입니다!!,1
목화씨 문익점은?,1
신천지분점??,1
나베는 머 떳떳 한 것도 없는디,1
아니 .. 죄질이 무겁다면서 왜 집유를 하는건지 모르것네요 죄질무거워 3년 집유 5년 이게 말이 되는지,1
소중한 반차 ㅋㅋ,1
역시 울산 ㅆㅅㅌㅊ산업화 완료네,1
일러스트레이터 밥줄 끊겼네,1
밑바닥에서 만나자. 나도 힘주겠노,1
캡쳐한 게 대단하노,1
저 아빠한테 이 사진 보여주고 싶네요.,1
이주원기자님!!!소수의 의견을 다수가 원하는것처럼 쓰지 마세요!! 제 주변 여군들 경악합니다!!!제발!!,1
내가 여자라면 저 문구 보고 더 결혼 말릴 것 같은데,1
탈북게이난 월북게이로봤다 이기 ㅜㅜㅜ,1
배우신분ㄷㄷㄷ,1
ㅋㅋㅋ왜쪼냐그냥노합의로집유받으면됨저앙망문을판사한테쓰는게더현명한거임,1
앂벌어지는 소리,1
세대주의가 무엇인지 공부해봐라.하나님이 인류역사를 경영하시는 방식은 세대에 따라 다르게 통치하신다.,1
나는 강~춘혁 형처럼 안두려워 할때 춘혁이가 쟤 엿구나 탈북래퍼 ㄷㄷ하노 돈벌이될려나,1
555베 내꺼,1
이래서 내가 카스만 마신다,1
뭘 꽤뚫어,1
아니다 사용자이기에 품평할 수 있다,1
작아서 그런듯,1
지금 조선생존기 방영하는건 어떻게 되려나ㅜ 그래도ㅜ재밌게 보고있었는데,1
담배는 습관 중독임,1
무고로 반드시 고소하시길 그리고 힘내시길,1
갓카 흑역사 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
ㅇㅊㅋㅋㅋㅋ 이련이야말로 참애국자다 이기야!!,1
미.. 이런거 많이들어가는 것도 앵나 여혐. 권력을 쥐어라,1
극한 결정장애네ㅋㅋ,1
무고한 사람 한명이라도 없기vs범죄자 10명 풀어주기,1
버닝썬 조사 다시하고 조국은 특검,1
근데 이자스민 솔직히 좀 이쁜듯,1
나이든아재는뭐냐,1
그래서 얼굴사진은 어딨는데,1
jms아니가,1
왜 뒤로 갈수록 극단적이되냐 ㅋㅋ,1
이거 보니까 고전명작 킹스움 생각나노,1
최준명은 누구야 근황올림픽에 올려야겠노,1
지속적으로 이뤄지는 체질개선이 중요 태도변화가 중요,1
리사수 뭐냐 질럿대사아니냐,1
저기 j1비자로 한국인들 인턴많이가는곳아닌가,1
꿀팁 고맙다 게이야 일베 박았다,1
통일을 하면 인구가 단숨에 1.5배 늘 듯.,1
제 부모님을 지켜드리려면 멈출수가 없어요,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㄹㅇ,1
아가야... 얼마나 아팠니... 얼마나 무서웠니... 부디 하늘에서는 네가 받아야 할 사랑 다 받고 웃음만 가득하렴. 강아지와도 놀아보고 친구들과 블럭쌓기도 하렴. 웃음을 멈추지 못해 볼이 아플 정도로 행복하렴...,1
분석력 ㅆㅅㅌㅊ 바이링구얼 ㅆㅅㅌㅊ,1
어제 문득 여성경찰을 부르는 호칭이 참 애매하다고 생각했다. 남성경찰은 경찰관아저씨~ 이러는데.. 경찰관아줌마도 이상하고 경찰관이모.누나도 이상하고 경찰관님도 그렇고... 경찰선생님?? 암튼 좀 그랬음...,1
대화 내용 뭐냐? 영어를 몰라서.,1
난 웜 사이트 나오고 아예 다음 탈퇴했다 이기 얼른 웜도 정보글 더 많아졌음 좋겠노,1
"오디션끝나고올리지.. 어차피 자기매력,실력으로 올라갈사람인데 멋모르는사람들이 괜히 어필했다고 할거같아  기자..",1
그러니까 추노 점 그만하고 일좀해,1
여걸(×) ☞ 호걸,1
가....,1
남자가 쓴건지 여자가 쓴건지도 확실치 않은 글인거 같은데 ....,1
시장 당선은 확실하네. 서울 부산중 골라 골라,1
난 사랑따위  o 그리움따윈  o,1
ㅋㅋㅋ막짤첨본다이기 역시 우리나라의 미래는 밝다 대한민국의 중심 일베가 지키고있당께,1
민아 인성 되게좋아페미 절대아님,1
저런거 붙여놓고 떨어지면 나중에 뗄때 좆같겠다,1
위아래가 없음 ㅋㅋ위아래 위위 아래 오오오오오,1
비형은 좀 웃겼다,1
모링아 밴 안시키냐,1
폐지는 오바징,1
부랄찢으며울엇다,1
노근혜가 영입한 여자다.,1
ㅋㅋ 와꾸 ㅆㅅㅌㅊ,1
맞다익이. Korea여성독립운동의 1등위인으로 위인전나와야하노,1
이런 교회는 비판받고 법적처벌 받아 마땅합니다. 그러나 이렇지 않은 교회가 더 많다는 걸 잊지말아 주세요,1
나설레? 탑이야 이게 아니고바텀이야 이래야 설레지 ㅉㅉ,1
난 튀기가 외래어인줄 알았는데,1
일본이 연호를 쓰는구만,1
"조례가 항고소송의 대상이 되는 경우에는 지방자치단체장이나 교육감이 피고가 되고, 조례가 기관소송의 대상이 되는 경우에는 지방의회가 피고가 된다(대판 1996. 9. 20, 95누8003)",1
10군번은 웃고갑니다,1
입맞추고 증거인멸시킬 시간 충분히 줬네,1
성시경닮음,1
트위터짜집기해서 책내던데 어짜피 매체인건 매한가지노,1
저런살인자는 공개해야 하는데,1
쥰내 웃기네 ㅋㅋㅋ,1
기계적으로 결과적 평등을 위해 국가가 감정까지 제재하겠다는건데 이게 조지오웰의 전체주의 아닐까?,1
진실만을 말하세요!,1
아이구야...거짓말을....,1
화력지원 푸슈유윳ㅇ슝,1
몇몇이 벌이는 운동을 진짜라고 믿는 사람들도 있군요,1
남원 최고 아웃풋,1
강원도도 마찬가지,1
사과는 어디에있냐?,1
댓글 별로없네 ㅋㅋ,1
부부간의 관계가 드러난 것만 있는건 아니죠... 재혼의 판단을 존중합니다.,1
요즘 국정원 일 잘하노? ㅋㅋㅋ국정원이 살아난다는 증거다 이기야!!!,1
비혼 비출산 힘죠!!!!!!!!!!!!!!!!!!,1
그래서 어디서 한답니까? 꼭 좀 하라고 해주고 싶네요,1
원래 판사.검사.의사 등등 수구들이죠~,1
LOVE ALWAYS WINS!🏳️‍🌈🏳️‍🌈,1
저기 빅사이즈 쇼핑몰임?,1
요약좀해라 ㅁㅊㅎ,1
모든 직업이 은퇴후 비슷한 상황이야,1
팩트는 가슴아픈 법...,1
여성인권의 퇴보랑께,1
